0.001,0.335
0.002,0.349
0.003,0.288
0.004,0.345
0.005,0.35
0.006,0.343
0.007,0.33
0.008,0.34
0.009,0.344
0.01,0.329
0.011,0.328
0.012,0.308
0.013,0.335
0.014,0.341
0.015,0.352
0.016,0.328
0.017,0.332
0.018,0.353
0.019,0.34
0.02,0.342
0.021,0.342
0.022,0.344
0.023,0.325
0.024,0.336
0.025,0.314
0.026,0.342
0.027,0.337
0.028,0.348
0.029,0.335
0.03,0.351
0.031,0.303
0.032,0.338
0.033,0.343
0.034,0.35
0.035,0.34
0.036,0.322
0.037,0.352
0.038,0.335
0.039,0.333
0.04,0.317
0.041,0.354
0.042,0.34
0.043,0.345
0.044,0.358
0.045,0.339
0.046,0.336
0.047,0.342
0.048,0.327
0.049,0.356
0.05,0.317
0.051,0.333
0.052,0.314
0.053,0.34
0.054,0.329
0.055,0.327
0.056,0.335
0.057,0.368
0.058,0.33
0.059,0.292
0.06,0.352
0.061,0.339
0.062,0.342
0.063,0.35
0.064,0.349
0.065,0.334
0.066,0.354
0.067,0.34
0.068,0.336
0.069,0.299
0.07,0.35
0.071,0.303
0.072,0.349
0.073,0.347
0.074,0.329
0.075,0.343
0.076,0.352
0.077,0.34
0.078,0.295
0.079,0.352
0.08,0.348
0.081,0.337
0.082,0.346
0.083,0.336
0.084,0.359
0.085,0.289
0.086,0.333
0.087,0.318
0.088,0.348
0.089,0.352
0.09,0.34
0.091,0.346
0.092,0.348
0.093,0.336
0.094,0.336
0.095,0.346
0.096,0.344
0.097,0.29
0.098,0.346
0.099,0.345
0.1,0.334
0.101,0.332
0.102,0.346
0.103,0.334
0.104,0.354
0.105,0.34
0.106,0.271
0.107,0.344
0.108,0.348
0.109,0.34
0.11,0.34
0.111,0.351
0.112,0.343
0.113,0.338
0.114,0.348
0.115,0.341
0.116,0.302
0.117,0.345
0.118,0.339
0.119,0.333
0.12,0.334
0.121,0.325
0.122,0.337
0.123,0.337
0.124,0.346
0.125,0.291
0.126,0.343
0.127,0.347
0.128,0.342
0.129,0.33
0.13,0.35
0.131,0.343
0.132,0.334
0.133,0.341
0.134,0.336
0.135,0.345
0.136,0.343
0.137,0.35
0.138,0.338
0.139,0.363
0.14,0.329
0.141,0.336
0.142,0.333
0.143,0.332
0.144,0.268
0.145,0.363
0.146,0.302
0.147,0.321
0.148,0.441
0.149,0.369
0.15,0.342
0.151,0.315
0.152,0.351
0.153,0.313
0.154,0.344
0.155,0.349
0.156,0.342
0.157,0.328
0.158,0.331
0.159,0.321
0.16,0.276
0.161,0.331
0.162,0.411
0.163,0.358
0.164,0.328
0.165,0.332
0.166,0.345
0.167,0.353
0.168,0.344
0.169,0.314
0.17,0.278
0.171,0.33
0.172,0.375
0.173,0.322
0.174,0.234
0.175,0.291
0.176,0.464
0.177,0.432
0.178,0.341
0.179,0.336
0.18,0.313
0.181,0.325
0.182,0.347
0.183,0.34
0.184,0.325
0.185,0.337
0.186,0.322
0.187,0.313
0.188,0.309
0.189,0.363
0.19,0.413
0.191,0.244
0.192,0.328
0.193,0.334
0.194,0.449
0.195,0.342
0.196,0.307
0.197,0.233
0.198,0.242
0.199,0.518
0.2,0.418
0.201,0.283
0.202,0.233
0.203,0.484
0.204,0.417
0.205,0.384
0.206,0.265
0.207,0.278
0.208,0.471
0.209,0.386
0.21,0.316
0.211,0.326
0.212,0.32
0.213,0.495
0.214,0.438
0.215,0.405
0.216,0.298
0.217,0.297
0.218,0.431
0.219,0.342
0.22,0.348
0.221,0.378
0.222,0.314
0.223,0.333
0.224,0.408
0.225,0.311
0.226,0.312
0.227,0.29
0.228,0.253
0.229,0.568
0.23,0.378
0.231,0.311
0.232,0.246
0.233,0.265
0.234,0.476
0.235,0.399
0.236,0.378
0.237,0.3
0.238,0.203
0.239,0.419
0.24,0.389
0.241,0.328
0.242,0.261
0.243,0.181
0.244,0.47
0.245,0.397
0.246,0.361
0.247,0.233
0.248,0.227
0.249,0.546
0.25,0.38
0.251,0.366
0.252,0.319
0.253,0.321
0.254,0.302
0.255,0.334
0.256,0.352
0.257,0.305
0.258,0.351
0.259,0.338
0.26,0.313
0.261,0.325
0.262,0.271
0.263,0.271
0.264,0.483
0.265,0.396
0.266,0.287
0.267,0.317
0.268,0.295
0.269,0.361
0.27,0.343
0.271,0.363
0.272,0.339
0.273,0.323
0.274,0.355
0.275,0.289
0.276,0.239
0.277,0.266
0.278,0.358
0.279,0.35
0.28,0.372
0.281,0.349
0.282,0.259
0.283,0.335
0.284,0.425
0.285,0.317
0.286,0.352
0.287,0.347
0.288,0.241
0.289,0.41
0.29,0.401
0.291,0.359
0.292,0.265
0.293,0.31
0.294,0.314
0.295,0.417
0.296,0.293
0.297,0.219
0.298,0.407
0.299,0.429
0.3,0.383
0.301,0.25
0.302,0.173
0.303,0.42
0.304,0.348
0.305,0.242
0.306,0.372
0.307,0.329
0.308,0.276
0.309,0.345
0.31,0.239
0.311,0.427
0.312,0.347
0.313,0.519
0.314,0.247
0.315,0.371
0.316,0.366
0.317,0.328
0.318,0.402
0.319,0.244
0.32,0.221
0.321,0.46
0.322,0.474
0.323,0.118
0.324,0.321
0.325,0.37
0.326,0.512
0.327,0.404
0.328,0.232
0.329,0.419
0.33,0.326
0.331,0.424
0.332,0.308
0.333,0.244
0.334,0.381
0.335,0.5
0.336,0.376
0.337,0.243
0.338,0.43
0.339,0.311
0.34,0.403
0.341,0.399
0.342,0.273
0.343,0.245
0.344,0.668
0.345,0.217
0.346,0.294
0.347,0.204
0.348,0.389
0.349,0.272
0.35,0.349
0.351,0.385
0.352,0.162
0.353,0.535
0.354,0.278
0.355,0.356
0.356,0.537
